"x1";"x2";"x3";"x4";"x5";"x6";"x7";"x8";"x9";"x10";"x11";"x12";"x13";"x14";"x15";"x16";"x17";"x18";"x19";"x20";"x21";"x22";"x23";"x24";"x25";"x26";"x27";"x28";"x29";"x30";"x31";"x32";"x33";"x34";"x35";"x36";"x37";"x38";"x39";"x40";"x41";"x42";"x43";"x44";"x45";"x46";"x47";"x48";"x49";"x50";"y"
7,29;-6,07;1,72;-1,88;-0,32;3,81;12,21;-10,79;0,19;12,34;-9,81;-6,54;-1,25;-4,39;-1,51;-3,32;4,08;5,1;10,15;15,7;1,72;1,27;-9,35;-8,39;-4,12;-8,69;2,83;-9,59;-5,02;3,53;9,45;-9,46;-5,31;-5,57;1,45;3,82;3,56;-0,12;11,1;0,17;1,99;2,15;13,95;8,45;-5,03;11,78;-13,48;4,41;-2,47;-6,23;1,18
5,79;-1,55;9,42;0,21;-3,73;-2,83;13,88;-2,91;0,72;11,82;-14,5;-17,02;2,67;-4,04;-4,95;0,04;1,05;2,9;8,48;20,03;6,47;-2,67;-5,07;-2,53;1,3;-9,38;3,2;-9,71;8,01;4,38;22,13;0,97;-5,62;-1,63;-3,55;8,06;6,55;-7,5;-18,74;-11,67;7,17;7,39;4,62;1,98;-9,01;6,4;-2,99;0,11;-2,63;9,68;1,82
9,73;3,77;-6,43;5,17;-2,26;-5,99;13,34;1,84;-5,35;12,89;-10,36;-13,46;4,08;2,91;-1,47;-2,08;4,83;4,68;1,37;16,33;6,71;5,51;-10,17;-3,27;-3;-10,04;-2,81;-10,81;-4,6;-1,99;-1,98;8,62;-0,24;4,33;-5,64;1,28;7,66;-6,25;5,58;-20,66;-1,3;14,28;6,87;-4,24;-10,16;8,45;-6,14;6,74;0,17;-2,69;0,42
8,49;0,28;0,63;-15,08;-2,47;4,43;22,77;2,36;10,02;1,55;-22,99;-14,9;0,3;0,8;-0,2;4,79;-0,26;12,16;20,38;23,88;0,09;-0,37;-4,62;-5,84;-16,65;-2,97;4,62;-22,56;-0,8;1,24;7,09;3,72;4,83;1,54;0,8;0,22;14,66;-10,47;-2,29;-6,98;-3,71;2,14;0,48;-0,06;2,42;4,85;2,67;-0,05;-0,44;2,61;2,34
6,61;4,02;-5,54;-5,47;0,37;-4,31;16,6;-4,19;11,81;16,04;-15,45;-23,15;-1,26;-9,64;3,01;7,18;4,9;2,66;13,11;16,66;-3,94;5,83;-6,97;0,25;3,84;-3,99;-1,12;-19,27;-6,42;-10,25;-13,86;-9,11;-1,92;1,22;1,17;-3,63;5,67;-6,1;14,6;-14,13;-5,24;13,01;1,16;-3,11;-5,54;11,26;2,72;6,17;5,01;-2,26;-0,79
6,57;-0,15;-1,76;-8,45;-0,15;-1,67;19,91;-1,48;11,98;3,33;-7,75;-18,03;6,18;-5,62;1,54;1,07;3,45;8,73;16,25;16,14;8,11;-7,49;-5,05;-7,78;-13,59;-7,75;3,34;-14,21;1,82;-2,84;22,08;5,2;6,26;1,48;-0,44;4,13;14,42;-9,23;-14,53;-12,83;-10,31;3,94;-7,63;-0,66;-1,77;8,29;7,29;2,23;-0,56;9,03;1,58
11,31;7,18;-7,07;-17,85;-4,82;10,11;34,82;-3,27;18,15;10,43;-37,78;-32,68;3,38;-15,51;-3,81;3,21;2,26;10,92;37,25;43,83;-1,2;5,88;-18,17;-1,54;-14,38;-12,69;-3,66;-33,06;0,03;1,22;-2,4;4,74;1,43;-1,54;1,82;-0,95;15,04;-14,35;0,68;-11,91;0,44;8,54;-2,5;-0,62;-2,25;11,05;8,13;2,52;-1,04;3,61;0,46
-1,17;-0,33;3,38;4,53;2,98;-4,01;11,19;-2,76;-0,84;-2,7;0,27;-14,42;7,69;-10,1;2,87;-3,72;0,21;-0,98;2,91;10,04;-0,47;-1,4;-11,01;-7,87;2,04;0,87;4,08;-0,48;1,67;1,62;10,3;4,22;13,67;2,29;-4,81;0,62;2,11;-1,4;-6,53;-11,88;-6,95;3,61;-3,69;-0,33;-2,89;3,88;8,9;2,83;2,56;4,92;1,06
2,02;4,62;1,85;-3,43;7,3;-0,99;11,54;-1,85;-6,08;-4,49;-3,88;-12,65;1,12;-4,4;4,58;-2,02;2,31;5,82;-0,01;13,41;5,17;0;-8,08;0,13;-1,41;-2,42;-1,36;-5,34;-0,03;3,85;5,63;6,89;10,31;1,89;-1,17;2,96;0,08;-2,14;-4,41;-4,63;-2,95;-0,43;5,93;4,23;2,39;5,36;-4,77;-2,01;0,57;3,39;2,28
0,06;-1,1;3,6;-11,66;1,86;-1,95;22,07;0,26;16,08;-2,33;-10,59;-14,83;3,96;-11;-5,15;5,36;1,92;5,76;18,06;16,16;9,59;-1,93;-0,3;-8,82;-5,76;-11,65;0,65;-8,02;4,85;-0,11;21,9;13,73;7,48;-1,83;5,18;7,29;11,06;-10,28;-13,56;-14,14;-8,55;-0,75;5,73;-4,82;2,36;8,53;-7,18;1,38;-3,94;3,5;2,12
-1,16;-1,49;8,24;1,96;-1,91;0,12;4,74;-1,89;-8;9,55;-2,64;-1,35;4,97;2,76;-5,59;3,82;6,02;1,3;1,17;12,7;8,17;-0,11;-6,91;-9,52;-5,09;-10,07;2,19;-0,36;6,78;1,78;24,56;2,38;0,5;0;1,05;10,65;5,39;3,95;-19,29;-8,82;-5;-1,53;7;0,2;-3,69;10,86;-6,67;3,39;-1,68;8,51;2,99
2,25;-2,64;4,91;-2,76;0,9;-4,41;9,98;0,78;11,56;-1,74;-7,27;-12,06;3,78;-9,77;-1;-1,26;-0,19;3,1;10,61;7,12;7,71;-1,17;-0,34;-6,97;3,89;-0,12;0,93;-5,24;3,24;4,53;17;-6,42;-2,78;-2,61;3,89;5,89;4,38;-6,18;-9,81;2,48;2,66;-2,49;6,39;4,14;5,74;6,87;-7,61;5,02;-0,98;5,14;3,2
6,08;5,96;-3,61;-10,41;-1,49;1,09;23,22;-3,45;13,85;11,5;-12,2;-23,63;2,87;-13,05;-2,51;-0,01;7,78;7,1;21,34;23,48;1,77;-1,58;-15,56;-0,77;-7,91;-8,45;1,37;-20,99;-3,34;-0,99;5,95;0,59;-7,48;-0,94;-2,42;0,36;13,6;-7,15;-3,91;-8,72;3,75;4,14;-3,33;-2,42;-10,22;6,69;8,18;4,32;0,12;4,82;-0,14
3,26;6,65;-3,6;-4,57;0,46;-7,43;8,49;-0,87;4,34;8,42;-2;-1,96;1,1;-2,48;0,53;2,22;8,92;6,88;9,98;3,04;9,41;1,5;-0,57;-1,38;0,34;-10,47;-1,92;-0,88;-0,01;-6,54;2,68;1,41;-0,96;0,52;0,39;3,08;5,09;-2,4;-8,59;-15,02;-7,21;3,55;-4,99;-1,53;-4,31;12,04;7,48;3,98;0,75;7,04;2,86
3,06;3,15;0,13;0,35;3,8;-0,98;8,12;-7,8;-3,13;13,67;-8,09;-8,87;7,63;-3,47;-2,6;-5,34;8,64;0,17;0,74;11,97;0,9;1,65;-10,18;-2,9;-2,83;-18,72;1,8;-1,47;3,77;1,48;11,93;-5,87;-6,74;-5,24;5,07;2,88;-2,41;-2,82;-8,82;-1,67;-2,81;0,02;1,69;11,28;-1,69;18,79;-1,07;5,5;-4,41;6,52;0,83
5,85;-0,37;-1,49;-2,24;-1,95;1,56;16,56;-4,27;5,47;12,76;-16,43;-10,4;4,7;-6,5;0,49;-2,41;10,05;7,2;15,55;20,2;-1,62;-1,37;-9,47;-6,79;-2,1;-10,26;0,05;-7,04;-0,18;-4,47;7,59;-2,31;-3,98;0,3;-3,72;0,5;6,75;-8,26;0,79;-17,19;-2,67;8,94;-1,57;-2,43;-7,49;12,54;1,81;9,86;2,85;0,78;1,07
9,52;-0,78;2,54;-6,26;1,03;4,55;19,96;-5,11;0,9;9,15;-12,61;-18,53;-3,5;-9,72;0,79;-2,87;2,28;6,5;16,44;22,18;8,66;-1,22;-18,48;-10,34;-3,5;-7,03;3,13;-24,04;3,2;0,77;19,45;2,63;2,03;2,25;-2,57;5,2;1,23;-0,86;-12,4;-8,84;-4,43;4,66;1,72;3,23;-6,73;8,27;-4,31;2,62;-0,36;5,93;0,37
-3,64;2,16;2,06;-5,25;1,53;-2,22;15,06;1,15;15,86;3,75;3,95;-12,29;2,97;-13,55;0,88;1,5;3,77;0,88;14,01;3,79;2,75;0,93;-0,78;-2,81;-0,96;-2,3;1,39;-2,44;0,44;-1,56;5,64;3,26;-1,14;0,19;1,56;4,45;10,44;-1,39;-0,11;-3,98;3,91;2,9;5,26;-2,2;-0,04;2,66;-3,12;0,46;1,5;0,1;4,4
12,25;-1,01;3,5;-5,7;4,44;-2,47;10,39;1,6;-0,17;9,79;-4,41;-5,59;-4;-1,08;1,55;-3,35;1,64;11,36;10,04;9,34;6,5;1,4;-9,33;-9,93;1,52;0,56;0;-11,73;4,76;-0,31;17,14;-5,63;-0,51;1,41;0,09;6,52;-1,4;0,57;-16,59;-5,87;-2,7;1,16;2,93;1,31;-2,91;5,68;-3,65;6,14;1,33;6,56;3,2
3,37;-0,41;5,14;-0,24;5,97;-3,32;17,13;-0,88;10,16;4,76;-3,65;-14,22;2,1;-13,09;-1,99;-2,72;1,78;3,81;13,41;12,01;2,98;0,18;-14,76;-6,13;-3,81;-6,17;7,7;-8,78;7,06;4,39;5,53;0,75;3,14;-1,45;-1,37;5,37;5,11;-3;-12,69;-10,35;-0,08;2,49;-9,84;-0,59;-5,25;6,49;10,77;3,07;-0,74;7,65;1,7
5,52;-0,4;6,87;-15,58;3,08;4,36;21,72;-0,29;6,26;6,25;-14,03;-22,34;4,8;-7,64;-3,3;4,51;3,96;8,37;16,43;25,89;0,62;0,28;-11,22;-5,98;-12,95;-16,6;1,67;-18,1;5,02;-5,33;11,9;12,29;2,95;-2,81;2,31;5,41;7,13;-6,47;-9,49;-14,13;-2,76;1,25;3,23;-4,14;-2,26;7,35;3,03;-4,12;-2,25;4,16;0,43
11,08;1,1;5,14;-6,2;3,48;4,47;19,39;-3,36;6,79;15,53;-24,37;-21,5;-2,64;-9,86;2,41;-1,95;9,51;6,44;12,58;28,34;9,71;-4,63;-16,31;-7,22;-2,5;-8,3;1,61;-23,38;2,35;-7,35;22,59;-6,65;-6,44;-0,69;0,14;6,89;-1,37;-11,82;-15,56;-11,85;0;14,38;0,14;2,94;-5,34;15,1;1,96;8,44;2,64;9,66;1,92
8,51;7,97;-4,93;-13,65;-3,15;3,52;26,25;-13,24;6,27;14,33;-24,92;-24,88;-3,41;-5,55;2,25;-1,09;9,81;8,48;23,87;32,07;7,47;3,6;-12,08;-1,6;-7,42;-5,95;-2,24;-26,33;-3,08;-1,52;4,39;-14,98;-4,01;-2,07;-1,69;1,21;11,53;-5,52;-0,56;-3,38;2,48;11,3;7,26;12,29;-5,97;16,47;-4,05;6,23;2,97;1,67;2,32
7,79;5,05;1,04;-7,18;0,12;7,12;19,21;-4,06;1,79;6,96;-14,29;-13,06;-7,17;-2,61;0,53;4,22;5,16;6,06;15;22,72;11,25;-4,71;-9,17;-7,15;-4,23;-8,05;-1,06;-19;4,29;-0,69;29,11;0,74;3,76;2,67;0,3;8,47;6,52;1,74;-16,23;-7,75;-5,35;9,99;6,76;7,14;-1,57;13;-4,33;1,32;0,56;7,08;5,49
9,05;-1,04;2,71;5,06;-0,63;0,68;8,23;-5,74;-1,35;9,55;-7,53;-10,89;-1,91;-6,54;2,54;-5,53;2,68;3,4;3,55;14,45;1,84;-0,53;-13,35;-8,21;7,55;-8,42;4,37;-9,44;2,98;0,83;16,15;-7,69;3,16;0;0,9;3,91;0,8;1,47;-6,34;-5,36;-4,9;10,51;5,61;11,75;-2,03;16,05;-5,17;6,08;-1,17;1,27;2,75
7,37;-1,07;1,25;3,98;1,2;-8,68;9,83;-3,65;2,52;9,07;-5,54;-4,71;3,41;-0,81;-2,89;-1,55;4,3;4,05;2,39;7,5;2,27;-1,62;-3,98;-5,94;5,12;-21,37;2,49;0,33;2,78;-0,36;14,85;20,94;7,47;-3,85;-3,08;2,1;3,76;-5,69;-7,96;-16,71;3,68;1,04;-0,46;1,33;-5,99;8,8;0,18;-7,43;-4,3;6,55;1,9
-0,12;2,15;0,57;-6,34;-2,52;-2,24;21,51;0,1;21,38;9,69;-11,41;-27,64;7,94;-14,07;-7,6;0,68;7,81;0,33;18,23;16,77;0,04;2,5;-3,31;-4,97;-8,17;-10,64;3,07;-15,29;-0,41;5,36;-2,12;1,81;-7,91;-1,05;0,79;-3,8;17,46;-12,38;-5,31;-2,99;11,97;0,18;-5,68;1,65;-3,36;6,96;7,72;1,42;-1,15;7,06;1,22
7,67;5,26;0,62;1,17;0,22;-0,99;7,66;-0,9;-4,08;8,44;-7,34;-6,54;-4,95;-2,69;-7,95;5,66;0,41;3,75;9,09;12,99;3,92;-0,19;-15;-10,18;7,77;-13,5;5,73;-10,67;0,91;3,64;6,5;15,73;7,64;0,06;-0,99;1,37;-1,26;5,99;-9,83;-16,54;-0,92;0,49;-8,67;-8,11;-6,99;4,25;15,36;-2,48;-1,55;7,66;0,83
5,98;6,03;-1,17;-6,66;-1,36;1,43;15,36;1,58;1,95;10,95;-13,86;-13,19;-4,19;-3,6;-1,31;3,73;4,36;5,31;18,04;20,05;2,06;4,2;-11,64;-7,88;-3,76;-4,13;6,1;-19,7;9,75;-1,88;10,29;0,36;-2,77;1,15;0,36;8,04;6,95;2,77;-13,39;-7,19;3,57;2,89;-5,41;-2,69;-3,42;6,21;6,8;2,87;2,52;6,17;3,33
-3,17;2,51;3,85;-0,03;2,66;-0,32;4,48;3,83;10,97;-1,39;-3,75;-7,57;1,5;-2,31;-1,78;2,54;2,51;1,5;-1,06;3,19;4,86;-0,92;16,19;-3,85;-2,4;-3,94;3,54;-2,14;5,57;2,99;15,75;8,05;-2,18;4,24;-0,89;4,79;8,53;-11,92;-11,12;-7,84;-2,18;-2,66;5,94;-4,82;1,28;2,09;-5,36;2,73;-0,74;4,6;2,82
5,57;4,15;0,73;-2,32;-7,85;-2,66;18,57;0,07;1,26;5,15;-19,34;-14,1;5,79;-2,08;-4,47;6,33;8,66;5,46;11,46;24,87;-0,38;4,44;-6,48;-3,01;2,2;-15,32;0,81;-8,33;2,07;-6,13;8,04;13,99;3,04;-0,45;0,28;0,84;11,3;-6,73;-2,68;-17,22;-6,07;0,16;8,9;-9,39;-0,91;8,24;-5,85;2,4;-1,13;2,75;1,68
-1,74;3,78;5,56;6,53;0,25;-2,57;5,93;2,42;-2,21;8,9;-4,63;-2,18;7,59;-6,85;-0,2;2,64;6,88;-0,35;4,63;9,57;3,27;4,96;-4,14;-8,75;5,12;-11,16;6,56;8,37;5,15;-3,19;10,25;5,66;-1,15;-0,96;0,68;2,01;2,28;1,19;-10,36;-11,35;-1,78;-0,39;3,71;-0,88;-3,15;9,89;0,6;1,14;-1,49;7,54;4,18
0,58;0,87;3,01;-0,47;2,32;-6,82;9,85;1,1;6,38;3,36;-4,27;-18,96;6,86;-9,96;-1,12;-8,57;1,56;-0,77;2,94;6,14;7,11;4,65;-4,12;-6,74;1,03;-4,35;-1,29;-9,61;0,54;4;5,08;4,97;1,95;-2,03;-0,14;2,74;1,96;-6,91;-1,96;0,03;4,86;-4,96;10,18;6,29;1,7;4,69;-7,84;0,68;-2,35;-1,33;0
-1,16;1,1;4,35;0,07;0;-1,59;5,24;-2,77;5,31;8,43;-0,77;-4,01;7,1;-3,46;0,78;2,8;2,9;0,24;3,74;4,15;4,67;-1,78;1,94;-8,16;-4,95;-4,97;5,12;0,72;6,52;-4,41;20,61;-1,44;-5,71;-3,3;4,4;6,7;5,37;-3,71;-12,46;-4,27;0,9;3,99;3,35;0,72;-0,84;6,69;-1,45;1,77;-2,08;5,5;2,81
-6,12;7,68;-5,96;8,83;0,81;-7,44;-0,69;4,64;-2,51;-2,73;4,17;-4,63;9,33;-3,08;-2,95;-0,38;-4,1;-2,93;-6,06;0,87;5,76;0,99;4,17;-3,77;3,78;-1,29;3,95;10,52;-2,8;5,61;-0,83;14,73;13,66;3,26;1,33;0,06;3,62;-3,95;-3,61;-7,05;-2,35;-4,82;-6,11;-3,13;2,16;-0,05;9,18;-2,6;-1,15;3,46;1,94
-3,19;4,43;-0,99;-3,79;5,39;-5,05;9,24;-5,32;8,62;1,93;4,23;-16,57;7,79;-9,86;-0,35;-4,94;11,56;-0,38;3,92;1,86;1,67;-0,85;-3,16;-6,05;-6,94;-13,77;4,14;-3,52;2,65;0,82;14,23;1,39;-2,06;-4,24;4,04;2,85;3,48;-5,46;-8,59;-2,07;-1,24;-3,74;0,12;3,31;2,72;13,33;3,02;5,29;-1,52;5,08;0,87
7,54;7;-2,68;-5,86;-2,73;-5;18,21;-0,04;18,33;4,11;-20,24;-19,03;5,35;-10,23;-1,79;4,67;4,84;8,93;18,9;18,42;9,5;4,84;-5,11;-2,82;3,14;-11,49;-1,66;-12,99;1,73;-1,72;2,54;8;4,53;0,29;-3,46;4,44;9,76;-18,02;-9,81;-19,42;-4,51;4,44;-1,04;-5,28;-4,67;8,29;6,48;1,11;-0,5;7,24;1,62
3,58;2,24;2,65;-12,17;9,86;-0,09;9,78;3,44;12,99;0,85;-11,15;-8,92;-4,87;-11,06;-2,25;-5,58;2,21;8,21;15,6;7,27;-0,2;2,12;-1,48;-8,51;2,7;-3,87;2,67;-7,93;5,47;4,61;11,22;9,74;3,01;2,21;-1,21;0,08;-4,72;-6,15;-6,43;-5,78;1,23;-1,8;3,94;-0,14;0,11;2,91;-4,42;2,97;-1,72;3,96;1,47
10,27;8,46;-6,34;-6,92;1,57;2,83;9,61;2,38;-3,25;3,39;-15,92;-7,11;-4,38;2,01;-3,59;-0,86;2,58;8,64;8,46;18,14;4,03;1,83;-6,49;-2,12;-1,11;-14,13;-1,79;-14,36;0,38;2,4;6,09;17,01;10,62;0,74;-3,15;0,3;0,93;-0,7;-6,56;-19,35;-1,02;2,72;-2,24;-1,08;-5,07;8,16;4,14;-2,65;-2,38;5,59;0,87
4,88;6,8;2,67;-0,08;-3,2;-0,66;19,44;-3,48;6,83;6,12;-11,37;-10,09;1,67;-6,94;0,46;-0,79;6,2;4,48;14,61;18,77;2,72;-0,67;-10,29;0,65;-0,62;-5,84;3,42;-8,78;4,44;-0,11;8,18;-1,09;-2,01;1,38;-1,83;4,85;10,8;-3,58;-10,99;-9,67;-0,31;6,16;0,86;1,03;-5,59;8,58;2,82;4,46;1,76;6,95;4,58
10,54;7,94;0,58;-1,77;-4,59;-4,65;15,9;-0,11;-3,73;4,25;-8,29;-5,06;-1,77;2,58;1,45;-5,46;1,82;7,25;8,03;16,51;12,1;1,5;-13,68;-5,2;6,44;1,58;-0,67;-12,77;4,02;0;15,81;1,84;6,67;0,52;-1,87;4,1;2,63;1,61;-17,19;-6,66;-0,12;2,36;3,27;0,62;-1,28;4;1,82;4,32;1,95;10,2;4,86
0,51;2,19;7,89;2,12;0,12;-2,6;10,25;-0,39;5,2;6,27;-5,37;-8,83;6,18;-10,99;-1,07;-4,92;1,94;0,5;7,94;10,89;1,27;-0,33;-6,13;-4,12;4,95;-7,2;9,01;0,45;7;3,11;12,93;2,49;0,5;-0,61;-0,02;4,77;3,06;-1,8;-14,14;-4,93;0,77;3,58;0,5;5,49;0,7;7,82;3,28;3,78;-3,75;8,81;5,18
12,88;4,93;8,5;-9,74;-2,27;1,51;26,03;0,25;22,64;2,71;-29,7;-22,87;-1,95;-11,85;-3,38;-0,28;-0,15;9,94;28,59;28,22;11,28;-2,18;-10,07;-4,72;-2,34;-10,16;1,66;-25,79;10,51;1,8;33,74;10,67;3,93;-1,32;3,53;10,3;11,56;-13,78;-28,08;-4,96;-3,66;-2,68;11,22;2,77;0,58;6,25;-7,4;-2,58;-5,69;12,43;4,95
6,33;4,84;-2,84;-3,46;-2,26;-2,42;24,56;5,91;6,75;-1,95;-17,51;-22,7;2;-8,08;-3,3;2,56;-3,84;5,62;12,2;27,41;7,21;4,98;-8,03;-2,91;-0,95;-0,97;4,34;-18,85;4,13;6,45;5,83;17,55;13,5;0,78;3,76;1,46;12,36;-9,9;-9,45;-1,48;6,67;-6,19;1,57;-2,51;6,72;-2,87;-2,87;-8;0,32;8,68;4,29
5,83;2,53;-0,82;-5,13;4,52;-6,24;4,56;2,41;-10,45;1,48;-1,35;-0,57;-4,58;-1,95;-4,06;-1,15;1,15;4,71;2,4;8,03;-6,43;4,15;-9,36;-4,51;12,59;-5,46;2,72;-5,03;0,18;4,24;-0,38;8,62;3,46;0,19;3,85;-1,63;-8,65;9,43;1,06;-5,33;0,68;-5,7;0,65;-3,72;0,23;3,61;1,88;1,61;-1,52;1,86;-0,05
4,98;-4,39;3,17;-1,23;-1,49;-7,88;11,35;0,26;0,83;5,18;-9,45;-14,2;5,57;-4,7;-4,93;-4,49;-0,42;5,3;7,51;14,51;6,41;-0,06;-4,62;-9,15;1,55;-7,48;-2,96;-7,7;-1,05;5,42;12,66;9,96;8,87;-2,29;3,54;4,82;7,95;-4,64;-3,38;-1,32;1,73;-5,57;9,59;2,17;0,54;3,56;-9,29;-2,51;-2,42;-1,8;0,77
8,54;1,12;-0,41;5,9;-2,01;-9,14;7,11;-7,6;4,08;10,29;-6,92;-0,73;-3,64;-3,42;0,32;1,43;8,34;5,86;6,74;3,88;0,92;4,56;-6,5;-4,12;17,52;-7,78;-1,1;-0,57;-5,32;-1,19;-5,66;-0,74;-6,3;-0,09;-4,78;-3,61;0,17;-1,11;7,51;-9,33;2,46;10,03;7,72;2,4;-9,65;9,15;-7,49;3,15;-0,27;-3,03;1,47
3,55;4,45;4,47;-12,66;-0,72;12,4;16,24;-1,05;5,49;2,49;-20,75;-7,71;-8,92;-10,43;0,46;-4,66;0,44;4,23;25,7;26,41;6,71;-1,09;-11,5;-1,55;0,63;-3,91;-4,21;-15,95;0,19;5,38;19,83;2,05;5,43;0,71;6,31;5,42;1,27;6,05;-11,32;5,25;-2,59;-6,42;16,3;6,59;8,12;6,69;-14,44;1,23;-0,63;1,72;4,53
6,68;2,39;0,6;-7,13;0,83;-0,38;18,3;-0,24;4,97;7,35;-18,39;-21,33;5,41;-6,99;1,04;0,61;2,25;8,17;14,27;25,96;1,57;-0,08;-9,44;-7,33;-4,86;-3,51;6,54;-15,31;2,75;-1,46;2,85;4,18;5,26;2,13;1,96;1,06;8,05;-8,99;-9,18;-6,51;-3,88;1,73;-11,18;-0,71;-2,19;5,6;14,39;0,64;2,37;7,49;1,96
6,26;1,12;9,21;3,3;2,97;-6,94;0,14;-1,53;-9,54;15,73;2,52;5,35;3,78;5,2;-6,46;1,36;8,52;5,16;-4,13;0,69;3,34;-2,07;-1,77;-6,69;5,2;-17,49;7,48;6,18;8,23;0,22;16,23;5,35;-8,96;1,14;-4,69;8,28;-1,01;3,23;-17,69;-18,38;3,62;7,15;-0,89;-6,12;-12,19;9,66;1,92;4,88;-1,5;6,62;2,82
0,43;1,47;10,51;3,08;-2,41;-0,16;6,98;3,3;1,02;6,14;-8,07;-11,78;1,84;-0,19;-2,7;2,93;3,52;-3,37;-0,02;9,84;9,89;1,76;-1,46;-2,89;-2,69;-7,63;0,16;-8,87;9,01;-4,47;19,23;9,78;4,98;0,34;1,46;10,74;3,21;-4,28;-16,88;-11,32;1,23;2,49;14,55;-5,16;-0,01;4,01;-12,64;-1,48;1,46;6,18;3,25
10,33;-1,3;6,95;-5,48;-3,52;-0,16;23,4;1,82;0,72;-2,27;-23,05;-23,13;-0,21;-6,05;0,37;0,12;1,06;8,73;15,75;30,97;9,17;-7,1;-13,21;-7,43;-1,36;1,11;1,65;-20,48;2,5;-1,92;19,13;6,15;7,56;-0,65;4,63;5,3;9,63;-6,86;-19,71;-2,62;-2,11;-4,38;-5,32;-1,58;4,47;2,59;7,01;0,21;0,62;8,83;1,72
11,07;1,31;3,61;-13,18;-2,5;0,87;24,03;0,9;17,64;11,54;-17,54;-21,75;-3,52;-10,75;1,96;4,18;5,09;12,51;25,52;21,24;10,7;-1,88;-7,9;-10,54;-0,57;-7,85;5,44;-28,19;6,26;-1,64;20,13;0,91;-0,3;5,49;-3,67;8,15;10,6;-10,68;-17,55;-16,46;-3,84;5,98;-0,76;-2,34;-5,74;9,11;3,35;3,63;2,41;6,44;3,34
2,15;3,95;-3,28;-0,39;1,29;1,18;13,62;-3,26;8,34;15,84;-10,85;-17,44;-1,5;-14,91;-2,21;-3,37;8,09;2,56;8,89;16,76;7,34;-0,62;-9,43;-6,14;6,31;-9,78;0,92;-10,85;-0,29;-3,48;21,04;-6,75;-9,29;-0,59;-2,89;2,73;1,24;-8,66;-6,53;-12,92;-0,71;8,46;4,79;3,79;-10,21;12,95;-2,01;8,68;-0,27;5,97;0,42
5,68;-4,54;10,08;-5,32;4,52;-8,15;13,59;-3,14;6,75;-5,1;-8,28;-10,44;3,21;-7,2;1,67;-3,28;1,65;6,31;10,94;11,15;5,38;-6,31;-8,88;-6,3;3,27;-1,68;3,39;-5,13;2,04;-0,04;14,44;7,15;10,27;-2;3,87;8,81;1,07;-3,13;-10,71;-0,73;-6,21;-4,25;-1,54;4,58;5,28;4,79;7,63;-0,52;-2,61;5,65;3,1
5,97;3,3;-6,74;-3,16;-1,71;1,52;16,06;-1,9;11,69;5,96;-18,25;-17,03;-0,05;-9,27;-0,1;-1,08;0,25;4,11;15,44;20,55;-5,06;0,24;-10,71;-3,88;2,3;-11,81;4,76;-18,55;-1,69;1,69;-2,07;6,99;3,74;-1,33;1,27;0,32;4,63;-9,83;3,89;-11,24;-2,47;4,68;-10,49;-0,44;-3,1;8,41;12,07;0,29;-2,12;1,66;-1,14
8,72;0,54;3,97;6,99;-1,54;-5,29;3,83;-3,02;-8,86;8,37;-3,04;1,57;-1,65;2,87;-0,67;-3,11;8;4,65;-2,99;7,99;1,62;-2,75;-8,5;-6,35;10,61;-7,03;6,38;-2,33;6,08;1,64;14,6;-1,33;-6,73;0,1;-3,78;3,14;-1,89;2,76;-13,6;-9,16;-0,11;2,44;-2,8;5,67;-8,8;10,63;0,55;5,08;-2,11;5,8;2,13
14,34;8,87;-5,32;-3,87;-6,22;-5,27;17,4;4,84;9,54;3,02;-11,94;-23,27;4,02;-2,48;-2,74;1,65;2,98;12,2;16,81;15,68;2,68;-0,21;-7,29;-1,4;-7,73;-8,88;4,65;-20,48;-0,4;-4,87;-1,24;15,03;7,27;-0,95;1,63;-0,33;15,85;-12,28;-5,73;-14,75;-4,3;-1,02;-12,29;-6,55;-0,62;5,07;12,91;0,01;-1,18;5,92;0,38
3,1;4,54;-1,7;-3,88;5,07;-1,72;12,12;5,68;2,47;5,95;-5,62;-13,46;1,82;-4,88;-7,44;1,43;1,48;3,2;4,21;10,77;5,72;7,06;-4,7;-5,47;-6,16;-7,42;-1,31;-7,77;-2,23;3,77;-1,05;13,88;-1,48;1,69;-1,21;3,37;2,7;-4,15;1,04;-11,85;4,35;-4,28;4,97;-8,98;-3,89;0,63;-3,83;1,24;-2,02;-2,08;-0,02
8,35;0,09;3,28;-13,9;-0,33;-1,69;27,25;-1,14;14,31;14,16;-23,71;-26,74;-2,37;-13,83;1,27;0,83;6,1;13,29;27,48;26,01;7,48;-5,41;-9,58;-10,05;-2,5;-7,15;5,27;-26,49;4,11;-5,26;24,8;-5,47;-9,97;1,31;-1,44;5,46;8,41;-15,64;-14,03;-9,96;-0,73;10,05;-1,64;0,29;-6,29;10,14;2,86;7,17;1,03;7,92;1,49
9,32;3,15;4,16;-6,79;-4,32;-0,35;21,58;-3,91;15,99;-1,1;-22,14;-20,68;4,51;-8,26;0,57;-0,74;0,07;12,95;24,41;23,15;13,76;-5,74;-6,45;-13,97;-8,89;-3,1;4,52;-19,22;3,33;2,45;30,45;6,14;10,95;1,57;3,52;8,24;16,24;-17,85;-21,7;0,07;-6,16;-0,51;-3,01;4,51;5,41;6,2;4,88;-0,32;0,55;10,43;5,44
